CustomerKey,CustomerCode,CustomerName,CustomerLabel,CustomerType,Education,Occupation
3507,14506,"Suarez, Stacy","Suarez, Stacy",Individual,Bachelors,Management
3508,14507,"Wright, Eric","Wright, Eric",Individual,Graduate Degree,Management
3509,14508,"Hall, Madison","Hall, Madison",Individual,Graduate Degree,Management
3510,14509,"Deng, Bridget","Deng, Bridget",Individual,Partial College,Skilled Manual
3511,14510,"Hernandez, Samuel","Hernandez, Samuel",Individual,Bachelors,Management
3512,14511,"Rogers, Danielle","Rogers, Danielle",Individual,Bachelors,Management
3513,14512,"Jones, Christopher","Jones, Christopher",Individual,Bachelors,Management
3514,14513,"Turner, Alexandra","Turner, Alexandra",Individual,Graduate Degree,Management
3515,14514,"Jones, Rachel","Jones, Rachel",Individual,Partial College,Skilled Manual
3516,14515,"Cooper, Anna","Cooper, Anna",Individual,Partial College,Skilled Manual
3520,14519,"Rana, Denise","Rana, Denise",Individual,Partial College,Skilled Manual
3521,14520,"Xu, Bonnie","Xu, Bonnie",Individual,Partial College,Skilled Manual
3527,14526,"Hall, Emily","Hall, Emily",Individual,Graduate Degree,Manual
3528,14527,"Raji, Kurt","Raji, Kurt",Individual,Graduate Degree,Manual
3529,14528,"Ramos, Casey","Ramos, Casey",Individual,Graduate Degree,Manual
3538,14537,"Cai, Clayton","Cai, Clayton",Individual,Graduate Degree,Clerical
3542,14541,"Kapoor, Douglas","Kapoor, Douglas",Individual,Graduate Degree,Clerical
3544,14543,"Lu, Heather","Lu, Heather",Individual,Partial College,Manual
3550,14549,"Goel, Arturo","Goel, Arturo",Individual,Partial College,Manual
3552,14551,"Vance, Michele","Vance, Michele",Individual,Bachelors,Clerical
3559,14558,"Truempy, Marcel","Truempy, Marcel",Individual,Bachelors,Skilled Manual
3560,14559,"Washington, Ashley","Washington, Ashley",Individual,Bachelors,Skilled Manual
3561,14560,"Huang, Kelvin","Huang, Kelvin",Individual,Bachelors,Skilled Manual
3563,14562,"Stewart, Bryce","Stewart, Bryce",Individual,Bachelors,Skilled Manual
3564,14563,"Carter, Fernando","Carter, Fernando",Individual,Bachelors,Skilled Manual
3565,14564,"Bailey, Chloe","Bailey, Chloe",Individual,Bachelors,Skilled Manual
3566,14565,"Hernandez, Natalie","Hernandez, Natalie",Individual,Bachelors,Skilled Manual
3569,14568,"Kumar, Priscilla","Kumar, Priscilla",Individual,Graduate Degree,Professional
3570,14569,"Rodriguez, Kristopher","Rodriguez, Kristopher",Individual,Graduate Degree,Professional
3571,14570,"Henderson, Hannah","Henderson, Hannah",Individual,Graduate Degree,Professional
3572,14571,"Richardson, Rachel","Richardson, Rachel",Individual,Graduate Degree,Professional
3573,14572,"Foster, Melanie","Foster, Melanie",Individual,Graduate Degree,Professional
3577,14576,"Price, Anna","Price, Anna",Individual,Bachelors,Skilled Manual
3578,14577,"Rogers, Natalie","Rogers, Natalie",Individual,Bachelors,Skilled Manual
3580,14579,"Henderson, Luis","Henderson, Luis",Individual,Bachelors,Skilled Manual
3581,14580,"Diaz, Kyle","Diaz, Kyle",Individual,Bachelors,Professional
3582,14581,"Adams, Kevin","Adams, Kevin",Individual,Bachelors,Professional
3584,14583,"Morris, Sydney","Morris, Sydney",Individual,Graduate Degree,Professional
3585,14584,"Mitchell, Gabrielle","Mitchell, Gabrielle",Individual,Graduate Degree,Professional
3586,14585,"Torres, Kimberly","Torres, Kimberly",Individual,Graduate Degree,Professional
3588,14587,"Peterson, Jade","Peterson, Jade",Individual,Bachelors,Skilled Manual
3589,14588,"Taylor, Alexander","Taylor, Alexander",Individual,Bachelors,Skilled Manual
3590,14589,"Cook, Mackenzie","Cook, Mackenzie",Individual,Bachelors,Skilled Manual
3591,14590,"Butler, Marissa","Butler, Marissa",Individual,Bachelors,Skilled Manual
3592,14591,"Harris, Charles","Harris, Charles",Individual,Graduate Degree,Professional
3593,14592,"Thompson, Jessica","Thompson, Jessica",Individual,Graduate Degree,Professional
3594,14593,"Washington, Jack","Washington, Jack",Individual,Graduate Degree,Professional
3595,14594,"Taylor, Lauren","Taylor, Lauren",Individual,Graduate Degree,Professional
3596,14595,"Ward, Andrea","Ward, Andrea",Individual,Graduate Degree,Professional
3597,14596,"Hill, Amber","Hill, Amber",Individual,Graduate Degree,Professional
3600,14599,"Wilson, Charles","Wilson, Charles",Individual,Graduate Degree,Professional
3601,14600,"Ramirez, Ariana","Ramirez, Ariana",Individual,Graduate Degree,Professional
3602,14601,"Rai, Nicolas","Rai, Nicolas",Individual,Graduate Degree,Professional
3608,14607,"Nelson, Isaiah","Nelson, Isaiah",Individual,Bachelors,Skilled Manual
3609,14608,"Gao, Warren","Gao, Warren",Individual,Bachelors,Skilled Manual
3610,14609,"Phillips, Julia","Phillips, Julia",Individual,Bachelors,Skilled Manual
3611,14610,"Jenkins, Lauren","Jenkins, Lauren",Individual,Bachelors,Skilled Manual
3613,14612,"Zhang, Ernest","Zhang, Ernest",Individual,Bachelors,Professional
3614,14613,"Huang, Glenn","Huang, Glenn",Individual,Bachelors,Professional
3615,14614,"Bryant, Dylan","Bryant, Dylan",Individual,Bachelors,Professional
3616,14615,"Dominguez, Audrey","Dominguez, Audrey",Individual,Bachelors,Professional
3617,14616,"Sandberg, Emma","Sandberg, Emma",Individual,Bachelors,Professional
3618,14617,"Flores, Aaron","Flores, Aaron",Individual,Bachelors,Professional
3619,14618,"Baker, Gabrielle","Baker, Gabrielle",Individual,Graduate Degree,Professional
3620,14619,"Sanders, Nathaniel","Sanders, Nathaniel",Individual,Graduate Degree,Professional
3621,14620,"Patterson, Kayla","Patterson, Kayla",Individual,Graduate Degree,Professional
3622,14621,"Morris, Chloe","Morris, Chloe",Individual,Bachelors,Professional
3623,14622,"Patterson, Brandon","Patterson, Brandon",Individual,Partial College,Skilled Manual
3624,14623,"Li, Benjamin","Li, Benjamin",Individual,Partial College,Skilled Manual
3625,14624,"Thomas, Anna","Thomas, Anna",Individual,Partial College,Skilled Manual
3626,14625,"Simmons, Benjamin","Simmons, Benjamin",Individual,Partial College,Skilled Manual
3628,14627,"Hill, Isaiah","Hill, Isaiah",Individual,Partial College,Skilled Manual
3629,14628,"Brooks, Carlos","Brooks, Carlos",Individual,Partial College,Skilled Manual
3630,14629,"Hernandez, Blake","Hernandez, Blake",Individual,Partial College,Skilled Manual
3631,14630,"James, Isaiah","James, Isaiah",Individual,Partial College,Skilled Manual
3640,14639,"Howard, Jeremiah","Howard, Jeremiah",Individual,Partial College,Skilled Manual
3643,14642,"Zeng, Jeffery","Zeng, Jeffery",Individual,Partial College,Skilled Manual
3644,14643,"Simmons, Eric","Simmons, Eric",Individual,Partial College,Skilled Manual
3645,14644,"Lee, Jennifer","Lee, Jennifer",Individual,Partial College,Skilled Manual
3646,14645,"Kelly, Isaac","Kelly, Isaac",Individual,Graduate Degree,Professional
3647,14646,"Garcia, Dylan","Garcia, Dylan",Individual,Graduate Degree,Professional
3648,14647,"Howard, Sean","Howard, Sean",Individual,Graduate Degree,Professional
3649,14648,"Evans, Eric","Evans, Eric",Individual,Graduate Degree,Professional
3689,14688,"Carlson, Tabitha","Carlson, Tabitha",Individual,Partial High School,Manual
3691,14690,"Rai, Drew","Rai, Drew",Individual,Partial High School,Manual
3696,14695,"Andersen, Russell","Andersen, Russell",Individual,Partial High School,Manual
3697,14696,"Anand, Shawn","Anand, Shawn",Individual,Partial High School,Manual
3699,14698,"Navarro, Diane","Navarro, Diane",Individual,Bachelors,Skilled Manual
3700,14699,"Munoz, Gerald","Munoz, Gerald",Individual,Bachelors,Skilled Manual
3704,14703,"Srini, Clifford","Srini, Clifford",Individual,High School,Manual
3708,14707,"Raje, Tonya","Raje, Tonya",Individual,Partial High School,Manual
3710,14709,"Martin, Ian","Martin, Ian",Individual,High School,Manual
3711,14710,"Ma, Lisa","Ma, Lisa",Individual,High School,Manual
3712,14711,"Xu, Deborah","Xu, Deborah",Individual,High School,Manual
3714,14713,"Ye, Jon","Ye, Jon",Individual,Partial College,Clerical
3716,14715,"Munoz, Erik","Munoz, Erik",Individual,Partial College,Clerical
3719,14718,"Raji, Gregory","Raji, Gregory",Individual,Partial College,Clerical
3731,14730,"Ferrier, Jerry","Ferrier, Jerry",Individual,High School,Manual
3732,14731,"Brown, Seth","Brown, Seth",Individual,Bachelors,Skilled Manual
3733,14732,"Cook, Trinity","Cook, Trinity",Individual,Bachelors,Skilled Manual
3734,14733,"Raji, Clarence","Raji, Clarence",Individual,Bachelors,Skilled Manual
3735,14734,"Edwards, Kevin","Edwards, Kevin",Individual,Bachelors,Skilled Manual
3736,14735,"Rogers, Maria","Rogers, Maria",Individual,Partial College,Clerical
3737,14736,"Roberts, Jack","Roberts, Jack",Individual,Partial High School,Manual
3738,14737,"Srini, Dominic","Srini, Dominic",Individual,Partial High School,Clerical
3739,14738,"Garcia, Ethan","Garcia, Ethan",Individual,Partial College,Clerical
3740,14739,"Gonzalez, Charles","Gonzalez, Charles",Individual,Partial College,Clerical
3741,14740,"Scott, Jenna","Scott, Jenna",Individual,Partial College,Clerical
3742,14741,"Cooper, Emma","Cooper, Emma",Individual,Partial College,Clerical
3743,14742,"Howard, Andrea","Howard, Andrea",Individual,Partial College,Clerical
3744,14743,"Turner, Nathan","Turner, Nathan",Individual,Partial College,Clerical
3745,14744,"Yang, Elijah","Yang, Elijah",Individual,Partial College,Clerical
3747,14746,"Nelson, Courtney","Nelson, Courtney",Individual,Partial College,Clerical
3748,14747,"Wood, Aidan","Wood, Aidan",Individual,Partial College,Clerical
3749,14748,"Roessler, Don","Roessler, Don",Individual,Partial College,Clerical
3750,14749,"Jenkins, Jose","Jenkins, Jose",Individual,Partial College,Clerical
3751,14750,"Green, Mary","Green, Mary",Individual,Partial College,Clerical
3752,14751,"Price, Gabrielle","Price, Gabrielle",Individual,Partial College,Clerical
3753,14752,"Turner, Seth","Turner, Seth",Individual,Partial College,Clerical
3754,14753,"Foster, Austin","Foster, Austin",Individual,Partial College,Clerical
3755,14754,"Pal, Grant","Pal, Grant",Individual,Partial College,Clerical
3756,14755,"Davis, Robert","Davis, Robert",Individual,Partial College,Clerical
3757,14756,"Reed, Charles","Reed, Charles",Individual,Partial College,Clerical
3758,14757,"Garcia, Elizabeth","Garcia, Elizabeth",Individual,Partial College,Clerical
3759,14758,"Long, Victoria","Long, Victoria",Individual,Graduate Degree,Skilled Manual
3760,14759,"Davis, Madison","Davis, Madison",Individual,Graduate Degree,Skilled Manual
3762,14761,"Kelly, Morgan","Kelly, Morgan",Individual,Graduate Degree,Skilled Manual
3763,14762,"Perez, Adriana","Perez, Adriana",Individual,Graduate Degree,Skilled Manual
3764,14763,"Arun, George","Arun, George",Individual,Graduate Degree,Skilled Manual
3765,14764,"Scott, Xavier","Scott, Xavier",Individual,Graduate Degree,Skilled Manual
3768,14767,"Blanco, Stacy","Blanco, Stacy",Individual,Partial College,Manual
3769,14768,"Kelly, Ian","Kelly, Ian",Individual,Partial College,Manual
3770,14769,"Powell, Jessica","Powell, Jessica",Individual,Bachelors,Clerical
3773,14772,"Torres, Stacy","Torres, Stacy",Individual,Bachelors,Clerical
3775,14774,"Ferrier, Max","Ferrier, Max",Individual,Graduate Degree,Clerical
3776,14775,"Xie, Bonnie","Xie, Bonnie",Individual,Graduate Degree,Clerical
3782,14781,"Butler, Robert","Butler, Robert",Individual,Partial College,Manual
3783,14782,"Lewis, Michael","Lewis, Michael",Individual,Partial College,Manual
3787,14786,"Jenkins, Tristan","Jenkins, Tristan",Individual,Bachelors,Clerical
3790,14789,"Zhang, Rosa","Zhang, Rosa",Individual,High School,Manual
3796,14795,"Gao, Crystal","Gao, Crystal",Individual,Bachelors,Skilled Manual
3798,14797,"Gao, Steve","Gao, Steve",Individual,Partial High School,Manual
3801,14800,"Arthur, Abby","Arthur, Abby",Individual,Bachelors,Skilled Manual
3802,14801,"Simmons, Riley","Simmons, Riley",Individual,Partial High School,Manual
3804,14803,"Martin, Stacy","Martin, Stacy",Individual,High School,Manual
3806,14805,"Garcia, Kari","Garcia, Kari",Individual,Partial High School,Manual
3812,14811,"Sanchez, Molly","Sanchez, Molly",Individual,Bachelors,Professional
3820,14819,"Ruiz, Dana","Ruiz, Dana",Individual,Partial College,Clerical
3823,14822,"Martin, Jessica","Martin, Jessica",Individual,Partial College,Clerical
3824,14823,"Harrison, Nelson","Harrison, Nelson",Individual,Partial College,Clerical
3825,14824,"Baker, Miguel","Baker, Miguel",Individual,Partial College,Clerical
3826,14825,"Alonso, Rebekah","Alonso, Rebekah",Individual,High School,Manual
3828,14827,"Xu, Ernest","Xu, Ernest",Individual,Partial College,Clerical
3829,14828,"Muñoz, Hector","Muñoz, Hector",Individual,Partial College,Clerical
3831,14830,"Ward, Isabella","Ward, Isabella",Individual,Bachelors,Skilled Manual
3835,14834,"Jimenez, Ebony","Jimenez, Ebony",Individual,Partial College,Clerical
3836,14835,"Saunders, Melody","Saunders, Melody",Individual,Partial College,Clerical
3838,14837,"Li, Dennis","Li, Dennis",Individual,Partial College,Clerical
3839,14838,"Alvarez, Darren","Alvarez, Darren",Individual,Partial College,Clerical
3842,14841,"Pal, Franklin","Pal, Franklin",Individual,Partial High School,Manual
3843,14842,"Kim, Meagan","Kim, Meagan",Individual,High School,Manual
3845,14844,"Miller, Blake","Miller, Blake",Individual,Partial High School,Manual
3850,14849,"Martin, Dwayne","Martin, Dwayne",Individual,Partial College,Clerical
3853,14852,"Gonzalez, Adam","Gonzalez, Adam",Individual,Partial College,Skilled Manual
3857,14856,"Carlson, Kari","Carlson, Kari",Individual,Partial High School,Clerical
3867,14866,"Peterson, Hailey","Peterson, Hailey",Individual,Partial College,Clerical
3869,14868,"Morgan, Ariana","Morgan, Ariana",Individual,Partial College,Clerical
3870,14869,"Bryant, Jennifer","Bryant, Jennifer",Individual,Partial College,Clerical
3871,14870,"Ortega, Brandi","Ortega, Brandi",Individual,Partial College,Clerical
3873,14872,"Clark, Fernando","Clark, Fernando",Individual,Graduate Degree,Skilled Manual
3874,14873,"Long, Fernando","Long, Fernando",Individual,Graduate Degree,Skilled Manual
3877,14876,"Anderson, Nathan","Anderson, Nathan",Individual,Graduate Degree,Skilled Manual
3879,14878,"Murphy, Marcus","Murphy, Marcus",Individual,Graduate Degree,Skilled Manual
3880,14879,"Richardson, Andrea","Richardson, Andrea",Individual,Graduate Degree,Skilled Manual
3881,14880,"Ross, Jessica","Ross, Jessica",Individual,Bachelors,Skilled Manual
3882,14881,"Griffin, Eric","Griffin, Eric",Individual,Bachelors,Skilled Manual
3883,14882,"Nara, Kathryn","Nara, Kathryn",Individual,Bachelors,Skilled Manual
3884,14883,"Barnes, Gabrielle","Barnes, Gabrielle",Individual,Bachelors,Skilled Manual
3885,14884,"Torres, Kristi","Torres, Kristi",Individual,Bachelors,Skilled Manual
3888,14887,"Wilson, Lauren","Wilson, Lauren",Individual,High School,Clerical
3889,14888,"Russell, Jasmine","Russell, Jasmine",Individual,High School,Clerical
3890,14889,"Kumar, Drew","Kumar, Drew",Individual,High School,Clerical
3891,14890,"Adams, Wyatt","Adams, Wyatt",Individual,High School,Clerical
3892,14891,"Hayes, Kyle","Hayes, Kyle",Individual,Partial College,Clerical
3893,14892,"Sanders, Savannah","Sanders, Savannah",Individual,Partial College,Clerical
3895,14894,"Baker, James","Baker, James",Individual,Partial College,Clerical
3896,14895,"Hernandez, Connor","Hernandez, Connor",Individual,Partial College,Clerical
3897,14896,"Flores, Alexia","Flores, Alexia",Individual,Partial College,Clerical
3899,14898,"Edwards, Katelyn","Edwards, Katelyn",Individual,Partial College,Clerical
3900,14899,"Dominguez, Rodney","Dominguez, Rodney",Individual,Partial College,Clerical
3902,14901,"Richardson, Katherine","Richardson, Katherine",Individual,Partial College,Clerical
3903,14902,"Diaz, Arianna","Diaz, Arianna",Individual,Partial College,Clerical
3904,14903,"Morgan, Amanda","Morgan, Amanda",Individual,Partial College,Clerical
3922,14921,"Watson, Sara","Watson, Sara",Individual,Graduate Degree,Skilled Manual
3923,14922,"Perry, Paige","Perry, Paige",Individual,Graduate Degree,Skilled Manual
3928,14927,"Martinez, Chelsea","Martinez, Chelsea",Individual,Bachelors,Clerical
3934,14933,"Patel, Ronald","Patel, Ronald",Individual,Partial College,Manual
3936,14935,"Liang, Rafael","Liang, Rafael",Individual,Bachelors,Clerical
3940,14939,"Kapoor, Cory","Kapoor, Cory",Individual,Bachelors,Clerical
3941,14940,"Rana, Carmen","Rana, Carmen",Individual,Bachelors,Clerical
3944,14943,"Pal, Lindsay","Pal, Lindsay",Individual,Bachelors,Clerical
3946,14945,"Lewis, Samantha","Lewis, Samantha",Individual,Partial High School,Manual
3952,14951,"Rai, Katie","Rai, Katie",Individual,Bachelors,Skilled Manual
3953,14952,"Srini, Holly","Srini, Holly",Individual,Bachelors,Skilled Manual
3957,14956,"Romero, Krista","Romero, Krista",Individual,High School,Manual
3962,14961,"Yang, Jaclyn","Yang, Jaclyn",Individual,Bachelors,Skilled Manual
3968,14967,"Xu, Bridget","Xu, Bridget",Individual,Partial College,Clerical
3970,14969,"Vazquez, Julio","Vazquez, Julio",Individual,Partial College,Clerical
3973,14972,"Deng, Cristina","Deng, Cristina",Individual,Partial College,Clerical
3974,14973,"Jai, Alicia","Jai, Alicia",Individual,Partial College,Clerical
3979,14978,"Ortega, Jamie","Ortega, Jamie",Individual,Partial College,Clerical
3980,14979,"Serrano, Rodney","Serrano, Rodney",Individual,Partial College,Clerical
3981,14980,"Garcia, Michele","Garcia, Michele",Individual,Partial College,Clerical
3991,14990,"Ramos, Nelson","Ramos, Nelson",Individual,Partial College,Clerical
3997,14996,"Gill, Ross","Gill, Ross",Individual,Partial College,Clerical
3998,14997,"Cooper, Angel","Cooper, Angel",Individual,Partial College,Clerical
4001,15000,"Zhou, Kelli","Zhou, Kelli",Individual,Partial High School,Manual
4002,15001,"Lu, Autumn","Lu, Autumn",Individual,Partial High School,Manual
4006,15005,"Cooper, Adrian","Cooper, Adrian",Individual,Partial College,Skilled Manual
4007,15006,"Jackson, Grace","Jackson, Grace",Individual,Partial College,Skilled Manual
4010,15009,"Patterson, Chloe","Patterson, Chloe",Individual,Partial College,Skilled Manual
4011,15010,"Suri, Cory","Suri, Cory",Individual,Partial College,Skilled Manual
4018,15017,"Ramirez, Amanda","Ramirez, Amanda",Individual,Partial College,Skilled Manual
4050,15049,"Dominguez, Frank","Dominguez, Frank",Individual,High School,Manual
4051,15050,"Miller, Joshua","Miller, Joshua",Individual,Partial College,Manual
4055,15054,"Anand, Roger","Anand, Roger",Individual,Partial College,Manual
4056,15055,"Torres, Patrick","Torres, Patrick",Individual,Partial College,Manual
4064,15063,"Malhotra, Kari","Malhotra, Kari",Individual,Bachelors,Clerical
4066,15065,"Gao, Alejandro","Gao, Alejandro",Individual,High School,Manual
4069,15068,"Barnes, Jessica","Barnes, Jessica",Individual,Partial College,Manual
4070,15069,"Lal, Noah","Lal, Noah",Individual,Partial College,Manual
4074,15073,"Chander, Tasha","Chander, Tasha",Individual,Bachelors,Clerical
4075,15074,"Perry, Elizabeth","Perry, Elizabeth",Individual,Bachelors,Clerical
4077,15076,"Ramos, Sheila","Ramos, Sheila",Individual,Partial College,Manual
4085,15084,"Serrano, Adrienne","Serrano, Adrienne",Individual,Graduate Degree,Clerical
4091,15090,"Mehta, Troy","Mehta, Troy",Individual,High School,Manual
4092,15091,"Madan, Jermaine","Madan, Jermaine",Individual,Partial College,Manual
4093,15092,"Morris, Adrian","Morris, Adrian",Individual,Partial College,Professional
4097,15096,"Schare, Gary","Schare, Gary",Individual,Bachelors,Management
4101,15100,"Chandra, Brenda","Chandra, Brenda",Individual,Bachelors,Management
4102,15101,"Shan, Shawn","Shan, Shawn",Individual,Bachelors,Management
4106,15105,"Rana, Tina","Rana, Tina",Individual,High School,Professional
4111,15110,"Prasad, Janelle","Prasad, Janelle",Individual,Partial College,Professional
4114,15113,"Smith, Robert","Smith, Robert",Individual,High School,Professional
4115,15114,"Munoz, Erika","Munoz, Erika",Individual,Partial College,Professional
4117,15116,"Ramirez, Mackenzie","Ramirez, Mackenzie",Individual,Partial College,Management
4118,15117,"Dominguez, Dana","Dominguez, Dana",Individual,Partial College,Management
4167,15166,"Goel, Nina","Goel, Nina",Individual,Bachelors,Management
4168,15167,"Hernandez, Sara","Hernandez, Sara",Individual,Bachelors,Management
4174,15173,"Henderson, Miguel","Henderson, Miguel",Individual,Partial College,Skilled Manual
4175,15174,"Rogers, Trinity","Rogers, Trinity",Individual,High School,Skilled Manual
4194,15193,"King, Samuel","King, Samuel",Individual,Bachelors,Management
4195,15194,"Suarez, Erik","Suarez, Erik",Individual,Bachelors,Management
4196,15195,"Huang, Edwin","Huang, Edwin",Individual,Bachelors,Management
4197,15196,"Reed, Isaiah","Reed, Isaiah",Individual,Bachelors,Management
4244,15243,"Harris, Lauren","Harris, Lauren",Individual,High School,Skilled Manual
4246,15245,"Ross, Eduardo","Ross, Eduardo",Individual,High School,Skilled Manual
4247,15246,"Watson, Kaitlyn","Watson, Kaitlyn",Individual,High School,Skilled Manual
4249,15248,"Harris, Richard","Harris, Richard",Individual,High School,Skilled Manual
4250,15249,"Anderson, Abigail","Anderson, Abigail",Individual,High School,Skilled Manual
4251,15250,"Scott, Jose","Scott, Jose",Individual,High School,Skilled Manual
4253,15252,"Murphy, Jada","Murphy, Jada",Individual,High School,Skilled Manual
4255,15254,"Chapman, Carla","Chapman, Carla",Individual,High School,Skilled Manual
4256,15255,"Collins, Evan","Collins, Evan",Individual,High School,Skilled Manual
4257,15256,"Ramirez, Dalton","Ramirez, Dalton",Individual,High School,Skilled Manual
4258,15257,"Anderson, Matthew","Anderson, Matthew",Individual,High School,Skilled Manual
4259,15258,"Reed, Chloe","Reed, Chloe",Individual,High School,Skilled Manual
4260,15259,"Zhu, Franklin","Zhu, Franklin",Individual,Partial High School,Clerical
4261,15260,"Torres, Kathleen","Torres, Kathleen",Individual,Partial High School,Clerical
4270,15269,"King, Chloe","King, Chloe",Individual,High School,Skilled Manual
4271,15270,"Cox, Ariana","Cox, Ariana",Individual,High School,Skilled Manual
4272,15271,"Yang, Samuel","Yang, Samuel",Individual,High School,Skilled Manual
4273,15272,"Gonzales, Kyle","Gonzales, Kyle",Individual,High School,Skilled Manual
4274,15273,"Alexander, Brandon","Alexander, Brandon",Individual,Partial College,Skilled Manual
4275,15274,"Johnson, Alexander","Johnson, Alexander",Individual,Partial College,Skilled Manual
4276,15275,"Collins, Eric","Collins, Eric",Individual,Partial College,Skilled Manual
4277,15276,"Hall, Megan","Hall, Megan",Individual,Partial College,Skilled Manual
4278,15277,"Griffin, Hailey","Griffin, Hailey",Individual,Partial College,Skilled Manual
4279,15278,"Russell, Brandon","Russell, Brandon",Individual,Partial College,Skilled Manual
4280,15279,"Lee, Hunter","Lee, Hunter",Individual,Partial College,Skilled Manual
4281,15280,"Griffin, Mya","Griffin, Mya",Individual,Bachelors,Management
4282,15281,"Anderson, Hunter","Anderson, Hunter",Individual,Graduate Degree,Management
4283,15282,"Thomas, Elizabeth","Thomas, Elizabeth",Individual,Bachelors,Management
4285,15284,"Prasad, Jay","Prasad, Jay",Individual,Graduate Degree,Skilled Manual
4286,15285,"Rodriguez, Olivia","Rodriguez, Olivia",Individual,Graduate Degree,Skilled Manual
4287,15286,"Nelson, Thomas","Nelson, Thomas",Individual,Graduate Degree,Skilled Manual
4288,15287,"Baker, Stephanie","Baker, Stephanie",Individual,Graduate Degree,Skilled Manual
4289,15288,"Perry, Logan","Perry, Logan",Individual,Graduate Degree,Skilled Manual
4290,15289,"Gray, Katelyn","Gray, Katelyn",Individual,Graduate Degree,Skilled Manual
4291,15290,"Thompson, Edward","Thompson, Edward",Individual,Graduate Degree,Skilled Manual
4293,15292,"Bailey, Megan","Bailey, Megan",Individual,Graduate Degree,Skilled Manual
4294,15293,"Watson, Mason","Watson, Mason",Individual,Graduate Degree,Skilled Manual
4295,15294,"Robinson, Michael","Robinson, Michael",Individual,Graduate Degree,Skilled Manual
4296,15295,"Shan, Louis","Shan, Louis",Individual,Graduate Degree,Skilled Manual
4297,15296,"Peterson, Chloe","Peterson, Chloe",Individual,Graduate Degree,Skilled Manual
4298,15297,"Bryant, Nicole","Bryant, Nicole",Individual,Graduate Degree,Skilled Manual
4299,15298,"Chandra, Joe","Chandra, Joe",Individual,Bachelors,Skilled Manual
4300,15299,"Lopez, Charles","Lopez, Charles",Individual,Bachelors,Skilled Manual
4301,15300,"Butler, Seth","Butler, Seth",Individual,Graduate Degree,Skilled Manual
4302,15301,"Guo, Amy","Guo, Amy",Individual,Graduate Degree,Professional
4303,15302,"Thomas, Brianna","Thomas, Brianna",Individual,Graduate Degree,Professional
4304,15303,"Patterson, Haley","Patterson, Haley",Individual,Bachelors,Management
4306,15305,"Ortega, Jacquelyn","Ortega, Jacquelyn",Individual,Bachelors,Management
4307,15306,"Sanchez, Victoria","Sanchez, Victoria",Individual,Bachelors,Management
4308,15307,"Garcia, Jennifer","Garcia, Jennifer",Individual,Bachelors,Management
4309,15308,"Lal, Christy","Lal, Christy",Individual,Bachelors,Management
4310,15309,"Wilson, Dylan","Wilson, Dylan",Individual,Bachelors,Management
4312,15311,"Thompson, Brandon","Thompson, Brandon",Individual,Bachelors,Management
4313,15312,"Gonzales, Alexandria","Gonzales, Alexandria",Individual,Bachelors,Management
4314,15313,"Morris, Garrett","Morris, Garrett",Individual,Bachelors,Management
4315,15314,"Torres, Eduardo","Torres, Eduardo",Individual,Bachelors,Management
4316,15315,"Bennett, Katherine","Bennett, Katherine",Individual,Bachelors,Management
4317,15316,"Harris, Alexis","Harris, Alexis",Individual,Bachelors,Management
4318,15317,"Jenkins, Rachel","Jenkins, Rachel",Individual,Bachelors,Management
4319,15318,"Watson, Grace","Watson, Grace",Individual,Bachelors,Management
4320,15319,"Sanchez, Jade","Sanchez, Jade",Individual,Bachelors,Management
4321,15320,"Brooks, Eduardo","Brooks, Eduardo",Individual,Bachelors,Management
4322,15321,"Phillips, Blake","Phillips, Blake",Individual,Bachelors,Management
4323,15322,"Green, Evan","Green, Evan",Individual,Bachelors,Management
4325,15324,"Serrano, Renee","Serrano, Renee",Individual,High School,Professional
4326,15325,"Hayes, Elijah","Hayes, Elijah",Individual,Partial College,Professional
4327,15326,"Zheng, Todd","Zheng, Todd",Individual,Partial College,Professional
4328,15327,"Hernandez, Paula","Hernandez, Paula",Individual,Bachelors,Management
4329,15328,"Jackson, Fernando","Jackson, Fernando",Individual,Bachelors,Management
4330,15329,"Cox, Brianna","Cox, Brianna",Individual,Bachelors,Management
4331,15330,"Richardson, Catherine","Richardson, Catherine",Individual,Partial College,Professional
4332,15331,"Taylor, Jacob","Taylor, Jacob",Individual,Partial College,Professional
4333,15332,"Sharma, Jason","Sharma, Jason",Individual,Partial College,Professional
4334,15333,"Diaz, Marie","Diaz, Marie",Individual,Bachelors,Management
4336,15335,"Patterson, Emily","Patterson, Emily",Individual,Partial College,Professional
4337,15336,"Garcia, Marco","Garcia, Marco",Individual,Partial College,Professional
4338,15337,"Gonzales, Rachel","Gonzales, Rachel",Individual,Partial College,Professional
4339,15338,"Navarro, Marie","Navarro, Marie",Individual,Partial College,Professional
4340,15339,"Zhang, Noah","Zhang, Noah",Individual,Partial College,Professional
4342,15341,"Deng, Lacey","Deng, Lacey",Individual,Partial College,Professional
4343,15342,"Raji, Ashlee","Raji, Ashlee",Individual,Partial College,Professional
4344,15343,"Barnes, Carson","Barnes, Carson",Individual,Partial College,Professional
4345,15344,"Russell, Luke","Russell, Luke",Individual,Partial College,Professional
4346,15345,"Perry, Ashley","Perry, Ashley",Individual,Partial College,Professional
4347,15346,"Rodriguez, Charles","Rodriguez, Charles",Individual,Partial College,Professional
